MsgID.GLOBAL_HOME,1528756633.6359391,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6364408,-122.3974500,37.7924808,0.0300000
MsgID.LOCAL_VELOCITY,1528756633.6364408,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6369419,0.0951332,-0.0005955,-0.0309105
MsgID.LOCAL_VELOCITY,1528756633.6369419,0.0000098,-0.0000044,0.0000053
MsgID.GLOBAL_POSITION,1528756633.6374450,-122.3974500,37.7924799,-0.0090000
MsgID.LOCAL_VELOCITY,1528756633.6374450,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6374450,-0.0564809,0.2934637,0.0090009
MsgID.LOCAL_VELOCITY,1528756633.6374450,-0.0000303,-0.0001334,-0.0008172
MsgID.GLOBAL_POSITION,1528756633.6379421,-122.3974491,37.7924798,-0.0340000
MsgID.LOCAL_VELOCITY,1528756633.6379421,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,1528756633.6379421,-0.0669591,0.3670144,0.0344426
MsgID.LOCAL_VELOCITY,1528756633.6379421,-0.0000200,-0.0027270,-0.0325623
MsgID.GLOBAL_POSITION,1528756633.6384423,-122.3974489,37.7924813,-0.0250000
MsgID.LOCAL_VELOCITY,1528756633.6384423,0.0000000,-0.0200000,-0.0700000
MsgID.LOCAL_POSITION,1528756633.6384423,0.1001576,0.3840578,0.0254213
MsgID.LOCAL_VELOCITY,1528756633.6384423,0.0011638,-0.0266950,-0.0787881
MsgID.STATE,1528756633.6394434,True,True
MsgID.GLOBAL_HOME,1528756633.6399441,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6399441,-122.3974515,37.7924813,0.0000000
MsgID.LOCAL_VELOCITY,1528756633.6399441,0.0000000,-0.0400000,0.0200000
MsgID.LOCAL_POSITION,1528756633.6399441,0.0943141,0.1584884,0.0004417
MsgID.LOCAL_VELOCITY,1528756633.6399441,-0.0073861,-0.0462348,0.0278871
MsgID.GLOBAL_POSITION,1528756633.6404445,-122.3974494,37.7924801,0.0080000
MsgID.LOCAL_VELOCITY,1528756633.6404445,0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6404445,-0.0355245,0.3462668,-0.0081433
MsgID.LOCAL_VELOCITY,1528756633.6404445,0.0100931,0.0080604,-0.0060962
MsgID.GLOBAL_POSITION,1528756633.6409464,-122.3974491,37.7924799,0.0600000
MsgID.LOCAL_VELOCITY,1528756633.6409464,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6409464,-0.0551695,0.3657676,-0.0603974
MsgID.LOCAL_VELOCITY,1528756633.6409464,0.0000023,0.0000061,0.0000086
MsgID.GLOBAL_POSITION,1528756633.6414464,-122.3974501,37.7924799,0.1180000
MsgID.LOCAL_VELOCITY,1528756633.6414464,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6414464,-0.0551694,0.2793197,-0.1185151
MsgID.LOCAL_VELOCITY,1528756633.6414464,0.0000149,0.0000194,0.0000119
MsgID.STATE,1528756633.6419466,True,True
MsgID.GLOBAL_HOME,1528756633.6419466,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6419466,-122.3974500,37.7924799,0.1720000
MsgID.LOCAL_VELOCITY,1528756633.6419466,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6424470,-0.0551716,0.2891288,-0.1720830
MsgID.LOCAL_VELOCITY,1528756633.6424470,0.0000035,-0.0000039,0.0000162
MsgID.GLOBAL_POSITION,1528756633.6424470,-122.3974502,37.7924799,0.2110000
MsgID.LOCAL_VELOCITY,1528756633.6424470,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6429477,-0.0557750,0.2695224,-0.2110243
MsgID.LOCAL_VELOCITY,1528756633.6429477,0.0000062,-0.0000073,0.0000180
MsgID.GLOBAL_POSITION,1528756633.6429477,-122.3974502,37.7924801,0.2300000
MsgID.LOCAL_VELOCITY,1528756633.6429477,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6434484,-0.0372488,0.2701380,-0.2302136
MsgID.LOCAL_VELOCITY,1528756633.6434484,-0.0000016,-0.0000147,0.0000143
MsgID.GLOBAL_POSITION,1528756633.6434484,-122.3974502,37.7924803,0.2290000
MsgID.LOCAL_VELOCITY,1528756633.6434484,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6434484,-0.0186644,0.2698296,-0.2293018
MsgID.LOCAL_VELOCITY,1528756633.6434484,0.0000027,-0.0000070,0.0000172
MsgID.STATE,1528756633.6439490,True,True
MsgID.GLOBAL_HOME,1528756633.6439490,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6444492,-122.3974502,37.7924798,0.2120000
MsgID.LOCAL_VELOCITY,1528756633.6444492,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6444492,-0.0663006,0.2701354,-0.2121944
MsgID.LOCAL_VELOCITY,1528756633.6444492,0.0000107,-0.0000152,0.0000176
MsgID.GLOBAL_POSITION,1528756633.6449506,-122.3974502,37.7924794,0.1840000
MsgID.LOCAL_VELOCITY,1528756633.6449506,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6449506,-0.1119369,0.2701380,-0.1847971
MsgID.LOCAL_VELOCITY,1528756633.6449506,-0.0000039,-0.0000140,0.0000210
MsgID.GLOBAL_POSITION,1528756633.6449506,-122.3974509,37.7924786,0.1510000
MsgID.LOCAL_VELOCITY,1528756633.6449506,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6454511,-0.2028493,0.2107677,-0.1513273
MsgID.LOCAL_VELOCITY,1528756633.6454511,0.0000192,-0.0000049,0.0000157
MsgID.GLOBAL_POSITION,1528756633.6454511,-122.3974518,37.7924797,0.1160000
MsgID.LOCAL_VELOCITY,1528756633.6454511,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6459513,-0.0747696,0.1255191,-0.1169702
MsgID.LOCAL_VELOCITY,1528756633.6459513,0.0000033,-0.0000232,0.0000205
MsgID.STATE,1528756633.6459513,True,True
MsgID.GLOBAL_HOME,1528756633.6464517,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6464517,-122.3974500,37.7924799,0.0860000
MsgID.LOCAL_VELOCITY,1528756633.6464517,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6464517,-0.0551695,0.2853961,-0.0863286
MsgID.LOCAL_VELOCITY,1528756633.6464517,0.0000018,-0.0000015,0.0000136
MsgID.GLOBAL_POSITION,1528756633.6469524,-122.3974493,37.7924800,0.0620000
MsgID.LOCAL_VELOCITY,1528756633.6469524,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6469524,-0.0424409,0.3548037,-0.0629427
MsgID.LOCAL_VELOCITY,1528756633.6469524,0.0000077,-0.0000087,0.0000183
MsgID.GLOBAL_POSITION,1528756633.6474538,-122.3974486,37.7924801,0.0490000
MsgID.LOCAL_VELOCITY,1528756633.6474538,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6474538,-0.0361144,0.4121585,-0.0491626
MsgID.LOCAL_VELOCITY,1528756633.6474538,0.0000072,-0.0000109,0.0000102
MsgID.GLOBAL_POSITION,1528756633.6474538,-122.3974482,37.7924788,0.0450000
MsgID.LOCAL_VELOCITY,1528756633.6474538,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6479542,-0.1827605,0.4453194,-0.0459930
MsgID.LOCAL_VELOCITY,1528756633.6479542,0.0000310,0.0000327,0.0000086
MsgID.STATE,1528756633.6484547,True,True
MsgID.GLOBAL_HOME,1528756633.6489553,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.6489553,-122.3974501,37.7924799,0.0530000
MsgID.LOCAL_VELOCITY,1528756633.6489553,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6494558,-0.0606272,0.2808549,-0.0533276
MsgID.LOCAL_VELOCITY,1528756633.6494558,0.0000243,-0.0000057,0.0000154
MsgID.GLOBAL_POSITION,1528756633.6499569,-122.3974492,37.7924806,0.0690000
MsgID.LOCAL_VELOCITY,1528756633.6499569,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6499569,0.0215607,0.3590719,-0.0693265
MsgID.LOCAL_VELOCITY,1528756633.6499569,0.0000041,-0.0000020,0.0000114
MsgID.GLOBAL_POSITION,1528756633.6504571,-122.3974498,37.7924797,0.0900000
MsgID.LOCAL_VELOCITY,1528756633.6504571,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6504571,-0.0835504,0.3088631,-0.0905453
MsgID.LOCAL_VELOCITY,1528756633.6504571,0.0000072,-0.0000252,0.0000214
MsgID.GLOBAL_POSITION,1528756633.6594682,-122.3974516,37.7924783,0.1100000
MsgID.LOCAL_VELOCITY,1528756633.6594682,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528756633.6599691,-0.2312206,0.1436302,-0.1103678
MsgID.LOCAL_VELOCITY,1528756633.6599691,-0.0000172,0.0000097,0.0000179
MsgID.STATE,1528756633.9037738,True,True
MsgID.GLOBAL_HOME,1528756633.9042735,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756633.9082775,-122.3974488,37.7924790,0.4440000
MsgID.LOCAL_VELOCITY,1528756633.9082775,0.0000000,0.0000000,-2.3500000
MsgID.LOCAL_POSITION,1528756633.9082775,-0.1595728,0.3968974,-0.4448234
MsgID.LOCAL_VELOCITY,1528756633.9082775,-0.0023946,-0.0034702,-2.3523533
MsgID.GLOBAL_POSITION,1528756634.1590884,-122.3974497,37.7924799,1.2650000
MsgID.LOCAL_VELOCITY,1528756634.1590884,0.0000000,-0.0300000,-3.7200000
MsgID.LOCAL_POSITION,1528756634.1595891,-0.0604650,0.3153490,-1.2654051
MsgID.LOCAL_VELOCITY,1528756634.1595891,-0.0074643,-0.0331584,-3.7277455
MsgID.GLOBAL_POSITION,1528756634.4099000,-122.3974505,37.7924799,2.2580000
MsgID.LOCAL_VELOCITY,1528756634.4099000,-0.0100000,-0.0300000,-4.0800000
MsgID.LOCAL_POSITION,1528756634.4099000,-0.0597765,0.2427918,-2.2585745
MsgID.LOCAL_VELOCITY,1528756634.4099000,-0.0198377,-0.0335912,-4.0815835
MsgID.GLOBAL_POSITION,1528756634.6597099,-122.3974505,37.7924798,3.2940000
MsgID.LOCAL_VELOCITY,1528756634.6597099,-0.0200000,-0.0200000,-4.1700000
MsgID.LOCAL_POSITION,1528756634.6597099,-0.0655573,0.2429467,-3.2948000
MsgID.LOCAL_VELOCITY,1528756634.6597099,-0.0265486,-0.0225342,-4.1800790
MsgID.STATE,1528756634.9025114,True,True
MsgID.GLOBAL_HOME,1528756634.9050143,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756634.9090197,-122.3974506,37.7924798,4.3450000
MsgID.LOCAL_VELOCITY,1528756634.9090197,-0.0200000,-0.0200000,-4.2000000
MsgID.LOCAL_POSITION,1528756634.9095199,-0.0725279,0.2323522,-4.3450227
MsgID.LOCAL_VELOCITY,1528756634.9095199,-0.0293382,-0.0200652,-4.2053947
MsgID.GLOBAL_POSITION,1528756635.1588302,-122.3974506,37.7924796,5.2310000
MsgID.LOCAL_VELOCITY,1528756635.1588302,-0.0200000,-0.0100000,-2.2900000
MsgID.LOCAL_POSITION,1528756635.1593304,-0.0933857,0.2399455,-5.2316704
MsgID.LOCAL_VELOCITY,1528756635.1593304,-0.0287505,-0.0177899,-2.2910221
MsgID.GLOBAL_POSITION,1528756635.4096413,-122.3974506,37.7924789,5.4830000
MsgID.LOCAL_VELOCITY,1528756635.4096413,-0.0200000,-0.0100000,0.2100000
MsgID.LOCAL_POSITION,1528756635.4101417,-0.1700486,0.2351082,-5.4832358
MsgID.LOCAL_VELOCITY,1528756635.4101417,-0.0270154,-0.0167163,0.2153062
MsgID.GLOBAL_POSITION,1528756635.6589503,-122.3974508,37.7924795,5.1590000
MsgID.LOCAL_VELOCITY,1528756635.6589503,0.1200000,-0.1900000,1.9300000
MsgID.LOCAL_POSITION,1528756635.6594508,-0.1035159,0.2216957,-5.1592660
MsgID.LOCAL_VELOCITY,1528756635.6594508,0.1262892,-0.1936681,1.9390920
MsgID.STATE,1528756635.9022520,True,True
MsgID.GLOBAL_HOME,1528756635.9047558,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756635.9092634,-122.3974531,37.7924826,4.7780000
MsgID.LOCAL_VELOCITY,1528756635.9092634,1.5700000,-1.5900000,0.6200000
MsgID.LOCAL_POSITION,1528756635.9097636,0.2465714,0.0137839,-4.7785606
MsgID.LOCAL_VELOCITY,1528756635.9097636,1.5795914,-1.5939010,0.6212180
MsgID.GLOBAL_POSITION,1528756636.1590762,-122.3974587,37.7924883,4.7960000
MsgID.LOCAL_VELOCITY,1528756636.1590762,2.9400000,-3.0400000,-0.9300000
MsgID.LOCAL_POSITION,1528756636.1595721,0.8750943,-0.4841087,-4.7961173
MsgID.LOCAL_VELOCITY,1528756636.1595721,2.9482980,-3.0433426,-0.9348790
MsgID.GLOBAL_POSITION,1528756636.4093819,-122.3974679,37.7924951,4.9720000
MsgID.LOCAL_VELOCITY,1528756636.4093819,3.4900000,-3.6500000,-0.5100000
MsgID.LOCAL_POSITION,1528756636.4098847,1.6312281,-1.3021680,-4.9721732
MsgID.LOCAL_VELOCITY,1528756636.4098847,3.4996657,-3.6559527,-0.5186432
MsgID.GLOBAL_POSITION,1528756636.6601954,-122.3974805,37.7925035,4.9600000
MsgID.LOCAL_VELOCITY,1528756636.6601954,3.9500000,-4.1300000,0.1000000
MsgID.LOCAL_POSITION,1528756636.6601954,2.5637279,-2.4189453,-4.9602246
MsgID.LOCAL_VELOCITY,1528756636.6601954,3.9520693,-4.1315694,0.1096785
MsgID.STATE,1528756636.9024940,True,True
MsgID.GLOBAL_HOME,1528756636.9044964,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756636.9090023,-122.3974923,37.7925114,4.9160000
MsgID.LOCAL_VELOCITY,1528756636.9090023,4.6900000,-4.8700000,-0.1000000
MsgID.LOCAL_POSITION,1528756636.9090023,3.4438071,-3.4727933,-4.9164410
MsgID.LOCAL_VELOCITY,1528756636.9090023,4.6903310,-4.8792024,-0.1079323
MsgID.GLOBAL_POSITION,1528756637.1593127,-122.3975069,37.7925228,4.9270000
MsgID.LOCAL_VELOCITY,1528756637.1593127,5.3600000,-5.5100000,-0.2000000
MsgID.LOCAL_POSITION,1528756637.1598134,4.7047210,-4.7686543,-4.9275908
MsgID.LOCAL_VELOCITY,1528756637.1598134,5.3641109,-5.5196443,-0.2007948
MsgID.GLOBAL_POSITION,1528756637.4096243,-122.3975237,37.7925360,4.9500000
MsgID.LOCAL_VELOCITY,1528756637.4096243,5.8600000,-5.9400000,-0.1000000
MsgID.LOCAL_POSITION,1528756637.4101243,6.1741285,-6.2612791,-4.9505057
MsgID.LOCAL_VELOCITY,1528756637.4101243,5.8664517,-5.9490657,-0.1097679
MsgID.GLOBAL_POSITION,1528756637.6609354,-122.3975408,37.7925481,4.9480000
MsgID.LOCAL_VELOCITY,1528756637.6609354,6.0800000,-6.1200000,0.0000000
MsgID.LOCAL_POSITION,1528756637.6609354,7.5175667,-7.7817087,-4.9485826
MsgID.LOCAL_VELOCITY,1528756637.6609354,6.0888472,-6.1224732,-0.0042284
MsgID.STATE,1528756637.9027357,True,True
MsgID.GLOBAL_HOME,1528756637.9032359,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756637.9092450,-122.3975568,37.7925626,4.9510000
MsgID.LOCAL_VELOCITY,1528756637.9092450,6.2000000,-6.1800000,0.0000000
MsgID.LOCAL_POSITION,1528756637.9102449,9.1328993,-9.2074976,-4.9515047
MsgID.LOCAL_VELOCITY,1528756637.9102449,6.2077427,-6.1894865,-0.0005751
MsgID.GLOBAL_POSITION,1528756638.1600566,-122.3975759,37.7925770,4.9600000
MsgID.LOCAL_VELOCITY,1528756638.1600566,6.2500000,-6.2200000,0.0400000
MsgID.LOCAL_POSITION,1528756638.1605556,10.7283716,-10.9020882,-4.9600058
MsgID.LOCAL_VELOCITY,1528756638.1605556,6.2571101,-6.2233977,0.0403868
MsgID.GLOBAL_POSITION,1528756638.4103661,-122.3975946,37.7925927,4.9680000
MsgID.LOCAL_VELOCITY,1528756638.4103661,6.2700000,-6.2200000,0.0700000
MsgID.LOCAL_POSITION,1528756638.4108694,12.4771595,-12.5597429,-4.9681582
MsgID.LOCAL_VELOCITY,1528756638.4108694,6.2785864,-6.2294955,0.0709390
MsgID.GLOBAL_POSITION,1528756638.6601758,-122.3976110,37.7926065,4.9690000
MsgID.LOCAL_VELOCITY,1528756638.6601758,6.2800000,-6.2300000,0.1200000
MsgID.LOCAL_POSITION,1528756638.6601758,14.0105324,-14.0193825,-4.9691439
MsgID.LOCAL_VELOCITY,1528756638.6601758,6.2853436,-6.2373037,0.1231445
MsgID.STATE,1528756638.9029777,True,True
MsgID.GLOBAL_HOME,1528756638.9034779,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756638.9094853,-122.3976302,37.7926192,4.9610000
MsgID.LOCAL_VELOCITY,1528756638.9094853,6.2800000,-6.2500000,0.1200000
MsgID.LOCAL_POSITION,1528756638.9094853,15.4203653,-15.7278099,-4.9612889
MsgID.LOCAL_VELOCITY,1528756638.9094853,6.2862849,-6.2517376,0.1230914
MsgID.GLOBAL_POSITION,1528756639.1597960,-122.3976468,37.7926333,4.9610000
MsgID.LOCAL_VELOCITY,1528756639.1597960,6.3500000,-6.2000000,0.0700000
MsgID.LOCAL_POSITION,1528756639.1597960,16.9889278,-17.2037601,-4.9614444
MsgID.LOCAL_VELOCITY,1528756639.1597960,6.3583126,-6.2067790,0.0741800
MsgID.GLOBAL_POSITION,1528756639.4101067,-122.3976642,37.7926497,4.9650000
MsgID.LOCAL_VELOCITY,1528756639.4101067,6.4000000,-6.1800000,0.0500000
MsgID.LOCAL_POSITION,1528756639.4101067,18.8055458,-18.7467842,-4.9655733
MsgID.LOCAL_VELOCITY,1528756639.4101067,6.4022994,-6.1811652,0.0537970
MsgID.GLOBAL_POSITION,1528756639.6609182,-122.3976810,37.7926628,4.9580000
MsgID.LOCAL_VELOCITY,1528756639.6609182,6.0000000,-5.8300000,0.0600000
MsgID.LOCAL_POSITION,1528756639.6609182,20.2637501,-20.2438812,-4.9582515
MsgID.LOCAL_VELOCITY,1528756639.6609182,6.0020852,-5.8384366,0.0634506
MsgID.STATE,1528756639.9032192,True,True
MsgID.GLOBAL_HOME,1528756639.9037197,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756639.9097269,-122.3976940,37.7926738,4.9560000
MsgID.LOCAL_VELOCITY,1528756639.9097269,4.6600000,-4.6400000,0.0000000
MsgID.LOCAL_POSITION,1528756639.9097269,21.4912415,-21.4030304,-4.9560690
MsgID.LOCAL_VELOCITY,1528756639.9097269,4.6690216,-4.6421051,-0.0049525
MsgID.GLOBAL_POSITION,1528756640.1590362,-122.3977069,37.7926841,4.9610000
MsgID.LOCAL_VELOCITY,1528756640.1590362,3.5500000,-3.3100000,-0.0200000
MsgID.LOCAL_POSITION,1528756640.1595368,22.6300640,-22.5451050,-4.9614410
MsgID.LOCAL_VELOCITY,1528756640.1595368,3.5536144,-3.3140857,-0.0298537
MsgID.GLOBAL_POSITION,1528756640.4103487,-122.3977152,37.7926913,4.9640000
MsgID.LOCAL_VELOCITY,1528756640.4103487,3.1500000,-1.9800000,0.0200000
MsgID.LOCAL_POSITION,1528756640.4103487,23.4312248,-23.2808399,-4.9640398
MsgID.LOCAL_VELOCITY,1528756640.4103487,3.1552365,-1.9864537,0.0299398
MsgID.GLOBAL_POSITION,1528756640.6591573,-122.3977165,37.7926994,4.9640000
MsgID.LOCAL_VELOCITY,1528756640.6591573,3.3600000,-0.5900000,-0.0200000
MsgID.LOCAL_POSITION,1528756640.6591573,24.3355236,-23.3951187,-4.9642525
MsgID.LOCAL_VELOCITY,1528756640.6591573,3.3621752,-0.5902318,-0.0218750
MsgID.STATE,1528756640.9039624,True,True
MsgID.GLOBAL_HOME,1528756640.9039624,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756640.9104698,-122.3977188,37.7927068,4.9600000
MsgID.LOCAL_VELOCITY,1528756640.9104698,3.3000000,0.6900000,0.0100000
MsgID.LOCAL_POSITION,1528756640.9104698,25.1498108,-23.6011200,-4.9601512
MsgID.LOCAL_VELOCITY,1528756640.9104698,3.3019826,0.6996082,0.0196510
MsgID.GLOBAL_POSITION,1528756641.1612804,-122.3977148,37.7927124,4.9610000
MsgID.LOCAL_VELOCITY,1528756641.1612804,3.0600000,1.9900000,-0.0300000
MsgID.LOCAL_POSITION,1528756641.1612804,25.7736282,-23.2474766,-4.9618430
MsgID.LOCAL_VELOCITY,1528756641.1612804,3.0606782,1.9947755,-0.0369859
MsgID.GLOBAL_POSITION,1528756641.4090886,-122.3977063,37.7927195,4.9730000
MsgID.LOCAL_VELOCITY,1528756641.4090886,2.7400000,3.1400000,-0.0300000
MsgID.LOCAL_POSITION,1528756641.4095888,26.5608883,-22.4933605,-4.9731803
MsgID.LOCAL_VELOCITY,1528756641.4095888,2.7441907,3.1475236,-0.0325191
MsgID.GLOBAL_POSITION,1528756641.6609025,-122.3976971,37.7927258,4.9730000
MsgID.LOCAL_VELOCITY,1528756641.6609025,2.2200000,4.1200000,0.0700000
MsgID.LOCAL_POSITION,1528756641.6609025,27.2616863,-21.6767807,-4.9736919
MsgID.LOCAL_VELOCITY,1528756641.6609025,2.2245483,4.1297407,0.0712626
MsgID.STATE,1528756641.9042039,True,True
MsgID.GLOBAL_HOME,1528756641.9047065,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756641.9107111,-122.3976841,37.7927298,4.9750000
MsgID.LOCAL_VELOCITY,1528756641.9107111,1.2700000,4.8400000,0.0300000
MsgID.LOCAL_POSITION,1528756641.9112117,27.7061787,-20.5202332,-4.9758558
MsgID.LOCAL_VELOCITY,1528756641.9112117,1.2681562,4.8498168,0.0389768
MsgID.GLOBAL_POSITION,1528756642.1605210,-122.3976710,37.7927315,4.9840000
MsgID.LOCAL_VELOCITY,1528756642.1605210,0.0000000,4.6400000,0.0800000
MsgID.LOCAL_POSITION,1528756642.1610215,27.9010696,-19.3548679,-4.9844918
MsgID.LOCAL_VELOCITY,1528756642.1610215,-0.0017437,4.6414537,0.0859748
MsgID.GLOBAL_POSITION,1528756642.4113326,-122.3976605,37.7927294,4.9850000
MsgID.LOCAL_VELOCITY,1528756642.4113326,-0.8900000,3.4700000,0.1500000
MsgID.LOCAL_POSITION,1528756642.4113326,27.6650352,-18.4230270,-4.9853458
MsgID.LOCAL_VELOCITY,1528756642.4113326,-0.8980364,3.4712837,0.1501179
MsgID.GLOBAL_POSITION,1528756642.6606421,-122.3976523,37.7927267,4.9780000
MsgID.LOCAL_VELOCITY,1528756642.6606421,-0.6300000,2.4400000,0.1200000
MsgID.LOCAL_POSITION,1528756642.6611433,27.3609352,-17.6888046,-4.9789896
MsgID.LOCAL_VELOCITY,1528756642.6611433,-0.6324849,2.4435751,0.1229832
MsgID.STATE,1528756642.9044445,True,True
MsgID.GLOBAL_HOME,1528756642.9049468,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756642.9109540,-122.3976438,37.7927279,4.9790000
MsgID.LOCAL_VELOCITY,1528756642.9109540,0.8300000,1.9900000,0.0800000
MsgID.LOCAL_POSITION,1528756642.9114540,27.5007668,-16.9357128,-4.9798045
MsgID.LOCAL_VELOCITY,1528756642.9114540,0.8428358,1.9931835,0.0838030
MsgID.GLOBAL_POSITION,1528756643.1622643,-122.3976380,37.7927321,4.9840000
MsgID.LOCAL_VELOCITY,1528756643.1622643,2.1300000,1.5500000,0.0100000
MsgID.LOCAL_POSITION,1528756643.1622643,27.9590034,-16.4212303,-4.9848089
MsgID.LOCAL_VELOCITY,1528756643.1622643,2.1379087,1.5563935,0.0160366
MsgID.GLOBAL_POSITION,1528756643.4120746,-122.3976338,37.7927390,4.9750000
MsgID.LOCAL_VELOCITY,1528756643.4120746,3.2000000,1.1600000,0.0600000
MsgID.LOCAL_POSITION,1528756643.4120746,28.7256775,-16.0452538,-4.9754024
MsgID.LOCAL_VELOCITY,1528756643.4120746,3.2036834,1.1618209,0.0691540
MsgID.GLOBAL_POSITION,1528756643.6623855,-122.3976314,37.7927474,4.9620000
MsgID.LOCAL_VELOCITY,1528756643.6623855,4.3100000,0.7800000,-0.0300000
MsgID.LOCAL_POSITION,1528756643.6623855,29.6675358,-15.8354301,-4.9621701
MsgID.LOCAL_VELOCITY,1528756643.6623855,4.3192439,0.7828611,-0.0340387
MsgID.STATE,1528756643.9041855,True,True
MsgID.GLOBAL_HOME,1528756643.9041855,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528756643.9106934,-122.3976314,37.7927563,4.9630000
MsgID.LOCAL_VELOCITY,1528756643.9106934,5.3600000,0.4400000,-0.0900000
MsgID.LOCAL_POSITION,1528756643.9111941,30.6509457,-15.8343382,-4.9631062
MsgID.LOCAL_VELOCITY,1528756643.9111941,5.3634610,0.4457543,-0.0983483
MsgID.GLOBAL_POSITION,1528756644.1615086,-122.3976311,37.7927696,4.9530000
